example_index,example_id,measurement_order_position,policy_id
129,wildguard-1181,5,rule_compact_to_qwen::selective_deployable::0.50
129,wildguard-1181,6,rule_to_compact::cheap_only
129,wildguard-1181,7,rule_to_compact::full_information
129,wildguard-1181,8,rule_to_compact::selective_deployable::0.10
129,wildguard-1181,9,rule_to_compact::selective_deployable::0.25
129,wildguard-1181,10,rule_to_compact::selective_deployable::0.50
129,wildguard-1181,11,compact_to_qwen::cheap_only
129,wildguard-1181,12,compact_to_qwen::full_information
129,wildguard-1181,13,compact_to_qwen::selective_deployable::0.10
129,wildguard-1181,14,compact_to_qwen::selective_deployable::0.25
130,wildguard-0394,0,rule_compact_to_qwen::cheap_only
130,wildguard-0394,1,rule_compact_to_qwen::full_information
130,wildguard-0394,2,rule_compact_to_qwen::selective_deployable::0.10
130,wildguard-0394,3,rule_compact_to_qwen::selective_deployable::0.25
130,wildguard-0394,4,rule_compact_to_qwen::selective_deployable::0.50
130,wildguard-0394,5,rule_to_compact::cheap_only
130,wildguard-0394,6,rule_to_compact::full_information
130,wildguard-0394,7,rule_to_compact::selective_deployable::0.10
130,wildguard-0394,8,rule_to_compact::selective_deployable::0.25
130,wildguard-0394,9,rule_to_compact::selective_deployable::0.50
130,wildguard-0394,10,compact_to_qwen::cheap_only
130,wildguard-0394,11,compact_to_qwen::full_information
130,wildguard-0394,12,compact_to_qwen::selective_deployable::0.10
130,wildguard-0394,13,compact_to_qwen::selective_deployable::0.25
130,wildguard-0394,14,compact_to_qwen::selective_deployable::0.50
131,wildguard-1132,0,rule_compact_to_qwen::full_information
131,wildguard-1132,1,rule_compact_to_qwen::selective_deployable::0.10
131,wildguard-1132,2,rule_compact_to_qwen::selective_deployable::0.25
131,wildguard-1132,3,rule_compact_to_qwen::selective_deployable::0.50
131,wildguard-1132,4,rule_to_compact::cheap_only
131,wildguard-1132,5,rule_to_compact::full_information
131,wildguard-1132,6,rule_to_compact::selective_deployable::0.10
131,wildguard-1132,7,rule_to_compact::selective_deployable::0.25
131,wildguard-1132,8,rule_to_compact::selective_deployable::0.50
131,wildguard-1132,9,compact_to_qwen::cheap_only
131,wildguard-1132,10,compact_to_qwen::full_information
131,wildguard-1132,11,compact_to_qwen::selective_deployable::0.10
131,wildguard-1132,12,compact_to_qwen::selective_deployable::0.25
131,wildguard-1132,13,compact_to_qwen::selective_deployable::0.50
131,wildguard-1132,14,rule_compact_to_qwen::cheap_only
132,wildguard-0629,0,rule_compact_to_qwen::selective_deployable::0.10
132,wildguard-0629,1,rule_compact_to_qwen::selective_deployable::0.25
132,wildguard-0629,2,rule_compact_to_qwen::selective_deployable::0.50
132,wildguard-0629,3,rule_to_compact::cheap_only
132,wildguard-0629,4,rule_to_compact::full_information
132,wildguard-0629,5,rule_to_compact::selective_deployable::0.10
132,wildguard-0629,6,rule_to_compact::selective_deployable::0.25
132,wildguard-0629,7,rule_to_compact::selective_deployable::0.50
132,wildguard-0629,8,compact_to_qwen::cheap_only
132,wildguard-0629,9,compact_to_qwen::full_information
132,wildguard-0629,10,compact_to_qwen::selective_deployable::0.10
132,wildguard-0629,11,compact_to_qwen::selective_deployable::0.25
132,wildguard-0629,12,compact_to_qwen::selective_deployable::0.50
132,wildguard-0629,13,rule_compact_to_qwen::cheap_only
132,wildguard-0629,14,rule_compact_to_qwen::full_information
133,wildguard-0799,0,rule_compact_to_qwen::selective_deployable::0.25
133,wildguard-0799,1,rule_compact_to_qwen::selective_deployable::0.50
133,wildguard-0799,2,rule_to_compact::cheap_only
133,wildguard-0799,3,rule_to_compact::full_information
133,wildguard-0799,4,rule_to_compact::selective_deployable::0.10
133,wildguard-0799,5,rule_to_compact::selective_deployable::0.25
133,wildguard-0799,6,rule_to_compact::selective_deployable::0.50
133,wildguard-0799,7,compact_to_qwen::cheap_only
133,wildguard-0799,8,compact_to_qwen::full_information
133,wildguard-0799,9,compact_to_qwen::selective_deployable::0.10
133,wildguard-0799,10,compact_to_qwen::selective_deployable::0.25
133,wildguard-0799,11,compact_to_qwen::selective_deployable::0.50
133,wildguard-0799,12,rule_compact_to_qwen::cheap_only
133,wildguard-0799,13,rule_compact_to_qwen::full_information
133,wildguard-0799,14,rule_compact_to_qwen::selective_deployable::0.10
134,wildguard-1130,0,rule_compact_to_qwen::selective_deployable::0.50
134,wildguard-1130,1,rule_to_compact::cheap_only
134,wildguard-1130,2,rule_to_compact::full_information
134,wildguard-1130,3,rule_to_compact::selective_deployable::0.10
134,wildguard-1130,4,rule_to_compact::selective_deployable::0.25
134,wildguard-1130,5,rule_to_compact::selective_deployable::0.50
134,wildguard-1130,6,compact_to_qwen::cheap_only
134,wildguard-1130,7,compact_to_qwen::full_information
134,wildguard-1130,8,compact_to_qwen::selective_deployable::0.10
134,wildguard-1130,9,compact_to_qwen::selective_deployable::0.25
134,wildguard-1130,10,compact_to_qwen::selective_deployable::0.50
134,wildguard-1130,11,rule_compact_to_qwen::cheap_only
134,wildguard-1130,12,rule_compact_to_qwen::full_information
134,wildguard-1130,13,rule_compact_to_qwen::selective_deployable::0.10
134,wildguard-1130,14,rule_compact_to_qwen::selective_deployable::0.25
135,wildguard-1192,0,rule_to_compact::cheap_only
135,wildguard-1192,1,rule_to_compact::full_information
135,wildguard-1192,2,rule_to_compact::selective_deployable::0.10
135,wildguard-1192,3,rule_to_compact::selective_deployable::0.25
135,wildguard-1192,4,rule_to_compact::selective_deployable::0.50
135,wildguard-1192,5,compact_to_qwen::cheap_only
135,wildguard-1192,6,compact_to_qwen::full_information
135,wildguard-1192,7,compact_to_qwen::selective_deployable::0.10
135,wildguard-1192,8,compact_to_qwen::selective_deployable::0.25
135,wildguard-1192,9,compact_to_qwen::selective_deployable::0.50
135,wildguard-1192,10,rule_compact_to_qwen::cheap_only
135,wildguard-1192,11,rule_compact_to_qwen::full_information
135,wildguard-1192,12,rule_compact_to_qwen::selective_deployable::0.10
135,wildguard-1192,13,rule_compact_to_qwen::selective_deployable::0.25
135,wildguard-1192,14,rule_compact_to_qwen::selective_deployable::0.50
136,wildguard-0904,0,rule_to_compact::full_information
136,wildguard-0904,1,rule_to_compact::selective_deployable::0.10
136,wildguard-0904,2,rule_to_compact::selective_deployable::0.25
136,wildguard-0904,3,rule_to_compact::selective_deployable::0.50
136,wildguard-0904,4,compact_to_qwen::cheap_only
136,wildguard-0904,5,compact_to_qwen::full_information
136,wildguard-0904,6,compact_to_qwen::selective_deployable::0.10
136,wildguard-0904,7,compact_to_qwen::selective_deployable::0.25
136,wildguard-0904,8,compact_to_qwen::selective_deployable::0.50
136,wildguard-0904,9,rule_compact_to_qwen::cheap_only
136,wildguard-0904,10,rule_compact_to_qwen::full_information
136,wildguard-0904,11,rule_compact_to_qwen::selective_deployable::0.10
136,wildguard-0904,12,rule_compact_to_qwen::selective_deployable::0.25
136,wildguard-0904,13,rule_compact_to_qwen::selective_deployable::0.50
136,wildguard-0904,14,rule_to_compact::cheap_only
137,wildguard-0326,0,rule_to_compact::selective_deployable::0.10
137,wildguard-0326,1,rule_to_compact::selective_deployable::0.25
137,wildguard-0326,2,rule_to_compact::selective_deployable::0.50
137,wildguard-0326,3,compact_to_qwen::cheap_only
137,wildguard-0326,4,compact_to_qwen::full_information
137,wildguard-0326,5,compact_to_qwen::selective_deployable::0.10
137,wildguard-0326,6,compact_to_qwen::selective_deployable::0.25
137,wildguard-0326,7,compact_to_qwen::selective_deployable::0.50
137,wildguard-0326,8,rule_compact_to_qwen::cheap_only
137,wildguard-0326,9,rule_compact_to_qwen::full_information
137,wildguard-0326,10,rule_compact_to_qwen::selective_deployable::0.10
137,wildguard-0326,11,rule_compact_to_qwen::selective_deployable::0.25
137,wildguard-0326,12,rule_compact_to_qwen::selective_deployable::0.50
137,wildguard-0326,13,rule_to_compact::cheap_only
137,wildguard-0326,14,rule_to_compact::full_information
138,wildguard-1661,0,rule_to_compact::selective_deployable::0.25
138,wildguard-1661,1,rule_to_compact::selective_deployable::0.50
138,wildguard-1661,2,compact_to_qwen::cheap_only
138,wildguard-1661,3,compact_to_qwen::full_information
138,wildguard-1661,4,compact_to_qwen::selective_deployable::0.10
138,wildguard-1661,5,compact_to_qwen::selective_deployable::0.25
138,wildguard-1661,6,compact_to_qwen::selective_deployable::0.50
138,wildguard-1661,7,rule_compact_to_qwen::cheap_only
138,wildguard-1661,8,rule_compact_to_qwen::full_information
138,wildguard-1661,9,rule_compact_to_qwen::selective_deployable::0.10
138,wildguard-1661,10,rule_compact_to_qwen::selective_deployable::0.25
138,wildguard-1661,11,rule_compact_to_qwen::selective_deployable::0.50
138,wildguard-1661,12,rule_to_compact::cheap_only
138,wildguard-1661,13,rule_to_compact::full_information
138,wildguard-1661,14,rule_to_compact::selective_deployable::0.10
139,wildguard-1307,0,rule_to_compact::selective_deployable::0.50
139,wildguard-1307,1,compact_to_qwen::cheap_only
139,wildguard-1307,2,compact_to_qwen::full_information
139,wildguard-1307,3,compact_to_qwen::selective_deployable::0.10
139,wildguard-1307,4,compact_to_qwen::selective_deployable::0.25
139,wildguard-1307,5,compact_to_qwen::selective_deployable::0.50
139,wildguard-1307,6,rule_compact_to_qwen::cheap_only
139,wildguard-1307,7,rule_compact_to_qwen::full_information
139,wildguard-1307,8,rule_compact_to_qwen::selective_deployable::0.10
139,wildguard-1307,9,rule_compact_to_qwen::selective_deployable::0.25
139,wildguard-1307,10,rule_compact_to_qwen::selective_deployable::0.50
139,wildguard-1307,11,rule_to_compact::cheap_only
139,wildguard-1307,12,rule_to_compact::full_information
139,wildguard-1307,13,rule_to_compact::selective_deployable::0.10
139,wildguard-1307,14,rule_to_compact::selective_deployable::0.25
140,wildguard-0734,0,compact_to_qwen::cheap_only
140,wildguard-0734,1,compact_to_qwen::full_information
140,wildguard-0734,2,compact_to_qwen::selective_deployable::0.10
140,wildguard-0734,3,compact_to_qwen::selective_deployable::0.25
140,wildguard-0734,4,compact_to_qwen::selective_deployable::0.50
140,wildguard-0734,5,rule_compact_to_qwen::cheap_only
140,wildguard-0734,6,rule_compact_to_qwen::full_information
140,wildguard-0734,7,rule_compact_to_qwen::selective_deployable::0.10
140,wildguard-0734,8,rule_compact_to_qwen::selective_deployable::0.25
140,wildguard-0734,9,rule_compact_to_qwen::selective_deployable::0.50
140,wildguard-0734,10,rule_to_compact::cheap_only
140,wildguard-0734,11,rule_to_compact::full_information
140,wildguard-0734,12,rule_to_compact::selective_deployable::0.10
140,wildguard-0734,13,rule_to_compact::selective_deployable::0.25
140,wildguard-0734,14,rule_to_compact::selective_deployable::0.50
141,wildguard-0470,0,compact_to_qwen::full_information
141,wildguard-0470,1,compact_to_qwen::selective_deployable::0.10
141,wildguard-0470,2,compact_to_qwen::selective_deployable::0.25
141,wildguard-0470,3,compact_to_qwen::selective_deployable::0.50
141,wildguard-0470,4,rule_compact_to_qwen::cheap_only
141,wildguard-0470,5,rule_compact_to_qwen::full_information
141,wildguard-0470,6,rule_compact_to_qwen::selective_deployable::0.10
141,wildguard-0470,7,rule_compact_to_qwen::selective_deployable::0.25
141,wildguard-0470,8,rule_compact_to_qwen::selective_deployable::0.50
141,wildguard-0470,9,rule_to_compact::cheap_only
141,wildguard-0470,10,rule_to_compact::full_information
141,wildguard-0470,11,rule_to_compact::selective_deployable::0.10
141,wildguard-0470,12,rule_to_compact::selective_deployable::0.25
141,wildguard-0470,13,rule_to_compact::selective_deployable::0.50
141,wildguard-0470,14,compact_to_qwen::cheap_only
142,wildguard-1629,0,compact_to_qwen::selective_deployable::0.10
142,wildguard-1629,1,compact_to_qwen::selective_deployable::0.25
142,wildguard-1629,2,compact_to_qwen::selective_deployable::0.50
142,wildguard-1629,3,rule_compact_to_qwen::cheap_only
142,wildguard-1629,4,rule_compact_to_qwen::full_information
142,wildguard-1629,5,rule_compact_to_qwen::selective_deployable::0.10
142,wildguard-1629,6,rule_compact_to_qwen::selective_deployable::0.25
142,wildguard-1629,7,rule_compact_to_qwen::selective_deployable::0.50
142,wildguard-1629,8,rule_to_compact::cheap_only
142,wildguard-1629,9,rule_to_compact::full_information
142,wildguard-1629,10,rule_to_compact::selective_deployable::0.10
142,wildguard-1629,11,rule_to_compact::selective_deployable::0.25
142,wildguard-1629,12,rule_to_compact::selective_deployable::0.50
142,wildguard-1629,13,compact_to_qwen::cheap_only
142,wildguard-1629,14,compact_to_qwen::full_information
143,wildguard-0557,0,compact_to_qwen::selective_deployable::0.25
143,wildguard-0557,1,compact_to_qwen::selective_deployable::0.50
143,wildguard-0557,2,rule_compact_to_qwen::cheap_only
143,wildguard-0557,3,rule_compact_to_qwen::full_information
143,wildguard-0557,4,rule_compact_to_qwen::selective_deployable::0.10
143,wildguard-0557,5,rule_compact_to_qwen::selective_deployable::0.25
143,wildguard-0557,6,rule_compact_to_qwen::selective_deployable::0.50
143,wildguard-0557,7,rule_to_compact::cheap_only
143,wildguard-0557,8,rule_to_compact::full_information
143,wildguard-0557,9,rule_to_compact::selective_deployable::0.10
143,wildguard-0557,10,rule_to_compact::selective_deployable::0.25
143,wildguard-0557,11,rule_to_compact::selective_deployable::0.50
143,wildguard-0557,12,compact_to_qwen::cheap_only
143,wildguard-0557,13,compact_to_qwen::full_information
143,wildguard-0557,14,compact_to_qwen::selective_deployable::0.10
144,wildguard-1009,0,compact_to_qwen::selective_deployable::0.50
144,wildguard-1009,1,rule_compact_to_qwen::cheap_only
144,wildguard-1009,2,rule_compact_to_qwen::full_information
144,wildguard-1009,3,rule_compact_to_qwen::selective_deployable::0.10
144,wildguard-1009,4,rule_compact_to_qwen::selective_deployable::0.25
144,wildguard-1009,5,rule_compact_to_qwen::selective_deployable::0.50
144,wildguard-1009,6,rule_to_compact::cheap_only
144,wildguard-1009,7,rule_to_compact::full_information
144,wildguard-1009,8,rule_to_compact::selective_deployable::0.10
144,wildguard-1009,9,rule_to_compact::selective_deployable::0.25
144,wildguard-1009,10,rule_to_compact::selective_deployable::0.50
144,wildguard-1009,11,compact_to_qwen::cheap_only
144,wildguard-1009,12,compact_to_qwen::full_information
144,wildguard-1009,13,compact_to_qwen::selective_deployable::0.10
144,wildguard-1009,14,compact_to_qwen::selective_deployable::0.25
145,wildguard-0105,0,rule_compact_to_qwen::cheap_only
145,wildguard-0105,1,rule_compact_to_qwen::full_information
145,wildguard-0105,2,rule_compact_to_qwen::selective_deployable::0.10
145,wildguard-0105,3,rule_compact_to_qwen::selective_deployable::0.25
145,wildguard-0105,4,rule_compact_to_qwen::selective_deployable::0.50
145,wildguard-0105,5,rule_to_compact::cheap_only
145,wildguard-0105,6,rule_to_compact::full_information
145,wildguard-0105,7,rule_to_compact::selective_deployable::0.10
145,wildguard-0105,8,rule_to_compact::selective_deployable::0.25
145,wildguard-0105,9,rule_to_compact::selective_deployable::0.50
145,wildguard-0105,10,compact_to_qwen::cheap_only
145,wildguard-0105,11,compact_to_qwen::full_information
145,wildguard-0105,12,compact_to_qwen::selective_deployable::0.10
145,wildguard-0105,13,compact_to_qwen::selective_deployable::0.25
145,wildguard-0105,14,compact_to_qwen::selective_deployable::0.50
146,wildguard-1718,0,rule_compact_to_qwen::full_information
146,wildguard-1718,1,rule_compact_to_qwen::selective_deployable::0.10
146,wildguard-1718,2,rule_compact_to_qwen::selective_deployable::0.25
146,wildguard-1718,3,rule_compact_to_qwen::selective_deployable::0.50
146,wildguard-1718,4,rule_to_compact::cheap_only
146,wildguard-1718,5,rule_to_compact::full_information
146,wildguard-1718,6,rule_to_compact::selective_deployable::0.10
146,wildguard-1718,7,rule_to_compact::selective_deployable::0.25
146,wildguard-1718,8,rule_to_compact::selective_deployable::0.50
146,wildguard-1718,9,compact_to_qwen::cheap_only
146,wildguard-1718,10,compact_to_qwen::full_information
146,wildguard-1718,11,compact_to_qwen::selective_deployable::0.10
146,wildguard-1718,12,compact_to_qwen::selective_deployable::0.25
146,wildguard-1718,13,compact_to_qwen::selective_deployable::0.50
146,wildguard-1718,14,rule_compact_to_qwen::cheap_only
147,wildguard-0862,0,rule_compact_to_qwen::selective_deployable::0.10
147,wildguard-0862,1,rule_compact_to_qwen::selective_deployable::0.25
147,wildguard-0862,2,rule_compact_to_qwen::selective_deployable::0.50
147,wildguard-0862,3,rule_to_compact::cheap_only
147,wildguard-0862,4,rule_to_compact::full_information
147,wildguard-0862,5,rule_to_compact::selective_deployable::0.10
147,wildguard-0862,6,rule_to_compact::selective_deployable::0.25
147,wildguard-0862,7,rule_to_compact::selective_deployable::0.50
147,wildguard-0862,8,compact_to_qwen::cheap_only
147,wildguard-0862,9,compact_to_qwen::full_information
147,wildguard-0862,10,compact_to_qwen::selective_deployable::0.10
147,wildguard-0862,11,compact_to_qwen::selective_deployable::0.25
147,wildguard-0862,12,compact_to_qwen::selective_deployable::0.50
147,wildguard-0862,13,rule_compact_to_qwen::cheap_only
147,wildguard-0862,14,rule_compact_to_qwen::full_information
148,wildguard-0784,0,rule_compact_to_qwen::selective_deployable::0.25
148,wildguard-0784,1,rule_compact_to_qwen::selective_deployable::0.50
148,wildguard-0784,2,rule_to_compact::cheap_only
148,wildguard-0784,3,rule_to_compact::full_information
